feature,target,score_ind,score_rd,score_full,varExp_ofFull,varExp_ofRd,feat_idx,feat_gene,feat_source,Class
HIST2H2AC (8338) [CERES],POLR2L,0.15037,0.31843,0.06602000000000001,2.2776400000000003,0.47222,7,HIST2H2AC,CERES,15
HSPE1 (3336) [CERES],HIST2H3A,-0.29901,0.42304,0.02256,-13.25399,-0.70681,4,HSPE1,CERES,15
HSPE1 (3336) [CERES],RAN,0.02567,0.57885,0.15425,0.16642,0.04435,5,HSPE1,CERES,15
HSPE1 (3336) [CERES],RPL12,0.14372,0.27013000000000004,0.10473,1.37229,0.53204,6,HSPE1,CERES,15
HSPE1 (3336) [CERES],WDR82,-0.09044,0.23574,0.04309,-2.09886,-0.38364,5,HSPE1,CERES,15
HIST2H2AA3 (8337) [CERES],HIST2H3A,0.1988,0.42304,0.02256,8.81206,0.46993,6,HIST2H2AA3,CERES,15
HIST1H2BH (ENSG00000275713) [RNA-seq],HIST2H3A,-0.056,0.42304,0.02256,-2.48227,-0.13238,7,HIST1H2BH,RNA-seq,15
FAM86B1 (85002) [CERES],HIST2H3A,-0.31778,0.42304,0.02256,-14.08599,-0.7511800000000001,8,FAM86B1,CERES,15
SS18L2 (51188) [CERES],HIST2H3A,-0.28848,0.42304,0.02256,-12.78723,-0.68192,9,SS18L2,CERES,15
SS18L2 (51188) [CERES],WDR82,-0.0428,0.23574,0.04309,-0.99327,-0.18156,1,SS18L2,CERES,15
DUX4 (100288687) [CERES],HIST2H3A,0.04895,0.42304,0.02256,2.16977,0.11571,10,DUX4,CERES,15
DUX4 (100288687) [CERES],HSPE1,-0.09999,0.27905,0.06256,-1.59831,-0.35832,4,DUX4,CERES,15
DUX4 (100288687) [CERES],POLR2J,0.00233,0.22235,0.11279000000000003,0.02066,0.01048,3,DUX4,CERES,15
PSMB3 (5691) [CERES],HMGCR,-0.13039,0.45954,0.03274,-3.98259,-0.28374,9,PSMB3,CERES,15
PSMB3 (5691) [CERES],POLR2J,0.10657,0.22235,0.11279000000000003,0.94485,0.47929,10,PSMB3,CERES,15
HMGCR (3156) [CERES],HMGCS1,0.21917,0.44855,0.04459,4.91523,0.48862,7,HMGCR,CERES,2
HMGCR (3156) [CERES],MAT2A,0.27561,0.40447,0.07728,3.56638,0.6814100000000001,4,HMGCR,CERES,2
HMGCR (3156) [CERES],MVK,0.1683,0.38766,0.02444,6.88625,0.43414,4,HMGCR,CERES,2
HMGCR (3156) [CERES],TOE1,0.10467,0.20871,0.08649,1.2102,0.50151,5,HMGCR,CERES,2
HMGCR (3156) [CERES],UBIAD1,-0.04125,0.37067,0.02623,-1.57263,-0.11128,4,HMGCR,CERES,2
PSMA6 (5687) [CERES],HMGCS1,-0.05489,0.44855,0.04459,-1.23099,-0.12237,8,PSMA6,CERES,15
PSMA6 (5687) [CERES],SMU1,0.39759,0.53657,0.12172,3.26643,0.74098,2,PSMA6,CERES,15
HNF1B (ENSG00000275410) [RNA-seq],HNF1B,0.6727,0.70119,0.15499000000000002,4.34028,0.95937,1,HNF1B,RNA-seq,0
CCDC198 (ENSG00000100557) [RNA-seq],HNF1B,0.5908399999999999,0.70119,0.15499000000000002,3.81212,0.84262,2,CCDC198,RNA-seq,0
FXYD2 (ENSG00000137731) [RNA-seq],HNF1B,0.48732,0.70119,0.15499000000000002,3.1442,0.69499,3,FXYD2,RNA-seq,0
AC092868.1 (ENSG00000259674) [RNA-seq],HNF1B,0.37333,0.70119,0.15499000000000002,2.4087400000000003,0.53242,5,AC092868.1,RNA-seq,0
LINC02532 (ENSG00000235142) [RNA-seq],HNF1B,0.38022,0.70119,0.15499000000000002,2.45319,0.54225,6,LINC02532,RNA-seq,0
HAVCR1 (ENSG00000113249) [RNA-seq],HNF1B,0.53582,0.70119,0.15499000000000002,3.4571300000000003,0.7641600000000001,7,HAVCR1,RNA-seq,0
KLHL6-AS1 (ENSG00000242522) [RNA-seq],HNF1B,0.43648,0.70119,0.15499000000000002,2.81618,0.62248,8,KLHL6-AS1,RNA-seq,0
HNF1A (ENSG00000135100) [RNA-seq],HNF1B,0.47671,0.70119,0.15499000000000002,3.07575,0.67986,9,HNF1A,RNA-seq,0
BCO1 (ENSG00000135697) [RNA-seq],HNF1B,0.28297,0.70119,0.15499000000000002,1.82573,0.40356,10,BCO1,RNA-seq,0
ARHGAP22-IT1 (100689073) [CN],HNRNPH1,0.11293,0.26148000000000005,0.10362,1.08985,0.43189,2,ARHGAP22-IT1,CN,8
CDON (ENSG00000064309) [RNA-seq],HNRNPH1,-0.18599,0.26148000000000005,0.10362,-1.79492,-0.7113,3,CDON,RNA-seq,8
RASSF4 (83937) [CN],HNRNPH1,0.14328,0.26148000000000005,0.10362,1.38274,0.54796,4,RASSF4,CN,8
AGAP10P (653234) [CN],HNRNPH1,0.11709,0.26148000000000005,0.10362,1.12999,0.4478,5,AGAP10P,CN,8
C10orf142 (100130539) [CN],HNRNPH1,0.14951,0.26148000000000005,0.10362,1.44287,0.5717800000000001,6,C10orf142,CN,8
ZNF239 (8187) [CN],HNRNPH1,0.13438,0.26148000000000005,0.10362,1.29685,0.5139199999999999,7,ZNF239,CN,8
AC046185.3 (ENSG00000279369) [RNA-seq],HNRNPH1,0.0129,0.26148000000000005,0.10362,0.12449,0.04933,8,AC046185.3,RNA-seq,8
VSTM4 (ENSG00000165633) [RNA-seq],HNRNPH1,-0.07841000000000001,0.26148000000000005,0.10362,-0.75671,-0.29987,9,VSTM4,RNA-seq,8
AC005840.2 (ENSG00000256433) [RNA-seq],HNRNPH1,-0.17689000000000002,0.26148000000000005,0.10362,-1.7071,-0.6765,10,AC005840.2,RNA-seq,8
MARS2 (92935) [CERES],HSD17B10,0.66415,0.74443,0.13935,4.76606,0.8921600000000001,2,MARS2,CERES,3
MARS2 (92935) [CERES],LONP1,0.05403,0.19878,0.11927,0.45301,0.27181,2,MARS2,CERES,3
MARS2 (92935) [CERES],MRPL17,0.55237,0.69355,0.15203,3.6333,0.7964399999999999,3,MARS2,CERES,3
MARS2 (92935) [CERES],MRPL57,0.4779600000000001,0.60153,0.11932,4.0057,0.79457,4,MARS2,CERES,3
MARS2 (92935) [CERES],MRPS11,0.4818,0.70578,0.13408,3.59338,0.68265,1,MARS2,CERES,3
MARS2 (92935) [CERES],RARS2,0.43155,0.49841,0.11349,3.80254,0.86585,1,MARS2,CERES,3
MARS2 (92935) [CERES],TAMM41,0.04686,0.35243,0.06317,0.7418100000000001,0.13296,6,MARS2,CERES,3
MARS2 (92935) [CERES],THAP11,0.06788,0.11862,0.04609,1.47277,0.57225,7,MARS2,CERES,3
MARS2 (92935) [CERES],YARS2,0.53133,0.49482,0.08893999999999999,5.97403,1.07378,1,MARS2,CERES,3
MTPAP (55149) [CERES],HSD17B10,0.37182,0.74443,0.13935,2.66825,0.49947,3,MTPAP,CERES,3
SARS2 (54938) [CERES],HSD17B10,0.263,0.74443,0.13935,1.88733,0.35329,5,SARS2,CERES,3
GFM2 (84340) [CERES],HSD17B10,0.32213,0.74443,0.13935,2.31166,0.43272,6,GFM2,CERES,3
RPUSD4 (84881) [CERES],HSD17B10,0.34081,0.74443,0.13935,2.44571,0.4578100000000001,10,RPUSD4,CERES,3
RPUSD4 (84881) [CERES],SLC30A9,-0.06809,0.23214,0.07692,-0.88521,-0.29331,8,RPUSD4,CERES,3
ATF7IP2 (ENSG00000166669) [RNA-seq],HSD17B12,-0.21511,0.13682,0.03668,-5.8645,-1.57221,5,ATF7IP2,RNA-seq,0
LDAH (ENSG00000118961) [RNA-seq],HSD17B12,-0.03645,0.13682,0.03668,-0.99373,-0.26641,6,LDAH,RNA-seq,0
TOMM70 (9868) [CERES],HSD17B12,-0.19488,0.13682,0.03668,-5.3129800000000005,-1.42435,7,TOMM70,CERES,0
FADS2 (ENSG00000134824) [RNA-seq],HSD17B12,-0.12239,0.13682,0.03668,-3.3367,-0.8945299999999999,9,FADS2,RNA-seq,0
FADS2 (ENSG00000134824) [RNA-seq],IDH3A,-0.28246,0.21982,0.09004,-3.13705,-1.28496,5,FADS2,RNA-seq,0
AL592295.4 (ENSG00000283696) [RNA-seq],HSD17B12,-0.08247,0.13682,0.03668,-2.24836,-0.6027600000000001,10,AL592295.4,RNA-seq,0
DNAJC2 (27000) [CERES],HSPA14,0.18197,0.28954,0.05558,3.27402,0.62848,1,DNAJC2,CERES,6
DDX21 (9188) [CERES],HSPA14,0.0283,0.28954,0.05558,0.50918,0.09774,2,DDX21,CERES,6
PINX1 (54984) [CERES],HSPA14,-0.04193,0.28954,0.05558,-0.75441,-0.14482,3,PINX1,CERES,6
DLG3 (ENSG00000082458) [RNA-seq],HSPA14,0.00915,0.28954,0.05558,0.16463,0.0316,4,DLG3,RNA-seq,6
DNAJC11 (55735) [CERES],HSPA14,-0.259,0.28954,0.05558,-4.65995,-0.8945200000000001,8,DNAJC11,CERES,3
DNAJC11 (55735) [CERES],YME1L1,0.14942,0.39596,0.07746,1.929,0.37736,9,DNAJC11,CERES,3
NCL (4691) [CERES],HSPA14,0.11571,0.28954,0.05558,2.08186,0.39963,9,NCL,CERES,6
THOC2 (57187) [CERES],HSPA5,0.03145,0.36158,0.18086,0.17389000000000002,0.08698,2,THOC2,CERES,15
CDC45 (8318) [CERES],HSPA5,-0.13456,0.36158,0.18086,-0.7440000000000001,-0.37214,3,CDC45,CERES,15
POLR2C (5432) [CERES],HSPA5,-0.02194,0.36158,0.18086,-0.12131,-0.06068,4,POLR2C,CERES,15
POLR2C (5432) [CERES],SFPQ,0.05685,0.28786,0.04096,1.38794,0.19749,4,POLR2C,CERES,15
SPC24 (147841) [CERES],HSPA5,0.26433,0.36158,0.18086,1.4615200000000002,0.7310399999999999,6,SPC24,CERES,20
SPC24 (147841) [CERES],NCAPG2,-0.05512,0.6541600000000001,0.06042,-0.91228,-0.08426,8,SPC24,CERES,20
SF3B5 (83443) [CERES],HSPA5,-0.00194,0.36158,0.18086,-0.01073,-0.005370000000000001,7,SF3B5,CERES,15
SF3B5 (83443) [CERES],SFPQ,0.08975,0.28786,0.04096,2.19116,0.31178,9,SF3B5,CERES,15
SF3A1 (10291) [CERES],HSPA5,-0.12275,0.36158,0.18086,-0.6787,-0.33948,8,SF3A1,CERES,15
SF3A1 (10291) [CERES],RAN,0.34364,0.57885,0.15425,2.22781,0.5936600000000001,3,SF3A1,CERES,15
HAMP (57817) [CERES],HSPA5,-0.04694,0.36158,0.18086,-0.25954,-0.12982,10,HAMP,CERES,15
HAMP (57817) [CERES],RNPC3,0.13788,0.17483,0.05872,2.34809,0.78865,6,HAMP,CERES,15
HAMP (57817) [CERES],RPA2,0.00949,0.29579,0.06683,0.142,0.032080000000000004,8,HAMP,CERES,15
USP5 (8078) [CERES],HSPE1,0.12223,0.27905,0.06256,1.9538,0.43802,3,USP5,CERES,15
NCAPG (64151) [CERES],HSPE1,-0.09648,0.27905,0.06256,-1.5422,-0.34574,6,NCAPG,CERES,15
NCAPG (64151) [CERES],RPA2,0.05066,0.29579,0.06683,0.7580399999999999,0.17127,9,NCAPG,CERES,15
PCNA (5111) [CERES],HSPE1,-0.22476,0.27905,0.06256,-3.59271,-0.80545,9,PCNA,CERES,15
PCNA (5111) [CERES],RRM2,0.11959000000000003,0.38135,0.10193,1.17326,0.3136,6,PCNA,CERES,15
RAD1 (5810) [CERES],HUS1,0.33877,0.54167,0.08329,4.06736,0.62542,1,RAD1,CERES,6
RAD1 (5810) [CERES],RAD9A,0.17464000000000002,0.52981,0.0236,7.4,0.32963000000000003,2,RAD1,CERES,6
RAD1 (5810) [CERES],RNASEH2C,0.00047,0.52477,-0.0035700000000000007,-0.13165,0.0009,9,RAD1,CERES,6
RAD9A (5883) [CERES],HUS1,0.45813,0.54167,0.08329,5.50042,0.84577,2,RAD9A,CERES,6
RAD9A (5883) [CERES],RNASEH2C,-0.05324,0.52477,-0.0035700000000000007,14.91317,-0.10145,10,RAD9A,CERES,6
RAD17 (5884) [CERES],HUS1,0.23415,0.54167,0.08329,2.81126,0.43227,3,RAD17,CERES,6
RAD17 (5884) [CERES],RAD9A,0.21839,0.52981,0.0236,9.25381,0.4122,3,RAD17,CERES,6
RNASEH2A (10535) [CERES],HUS1,0.06231,0.54167,0.08329,0.74811,0.11503,4,RNASEH2A,CERES,6
RNASEH2A (10535) [CERES],POLE3,-0.23292,0.5425300000000001,0.00298,-78.16107,-0.42932,4,RNASEH2A,CERES,6
RNASEH2A (10535) [CERES],RNASEH2C,0.43077,0.52477,-0.0035700000000000007,-120.66387,0.8208700000000001,1,RNASEH2A,CERES,6
RHNO1 (83695) [CERES],HUS1,-0.03513,0.54167,0.08329,-0.42178,-0.06485,6,RHNO1,CERES,6
RHNO1 (83695) [CERES],RNF168,0.08882999999999999,0.49187,-0.0168,-5.2875,0.1806,10,RHNO1,CERES,6
RNASEH2B (79621) [CERES],HUS1,-0.06788999999999999,0.54167,0.08329,-0.8151,-0.12533,7,RNASEH2B,CERES,6
RNASEH2B (79621) [CERES],RNASEH2C,0.28593,0.52477,-0.0035700000000000007,-80.09244,0.54487,2,RNASEH2B,CERES,6
H2AFX (3014) [CERES],HUS1,-0.00393,0.54167,0.08329,-0.04718,-0.007259999999999998,8,H2AFX,CERES,6
H2AFX (3014) [CERES],MAD2L2,0.15102000000000002,0.37316,0.02739,5.51369,0.40471,4,H2AFX,CERES,6
H2AFX (3014) [CERES],RNF168,0.2039,0.49187,-0.0168,-12.1369,0.41454,3,H2AFX,CERES,6
FANCF (2188) [CERES],HUS1,-0.032760000000000004,0.54167,0.08329,-0.39332,-0.060479999999999985,10,FANCF,CERES,6
EAF1 (85403) [CERES],ICE2,0.16544,0.50973,0.15045999999999998,1.09956,0.32456,1,EAF1,CERES,26
ELL (8178) [CERES],ICE2,0.04536,0.50973,0.15045999999999998,0.30148,0.08899,3,ELL,CERES,4
SUPT3H (8464) [CERES],ICE2,0.0402,0.50973,0.15045999999999998,0.26718000000000003,0.07887000000000001,5,SUPT3H,CERES,26
TOE1 (114034) [CERES],ICE2,-0.06552999999999999,0.50973,0.15045999999999998,-0.43553,-0.12855999999999998,6,TOE1,CERES,6
RAD23B (5887) [CERES],ICE2,-0.12783,0.50973,0.15045999999999998,-0.84959,-0.25078,8,RAD23B,CERES,26
ERCC6L (54821) [CERES],ICE2,0.0158,0.50973,0.15045999999999998,0.10501,0.031,9,ERCC6L,CERES,20
ERCC6L (54821) [CERES],NCAPH2,0.08012000000000001,0.6679,0.06448,1.24256,0.11996,9,ERCC6L,CERES,20
SLC25A42 (ENSG00000181035) [RNA-seq],ICE2,0.02182,0.50973,0.15045999999999998,0.14502,0.04281,10,SLC25A42,RNA-seq,26
ACO2 (50) [CERES],IDH3A,0.06911,0.21982,0.09004,0.76755,0.31439,1,ACO2,CERES,2
ACO2 (50) [CERES],SOD2,0.22104,0.30766,0.05176,4.27048,0.71846,1,ACO2,CERES,2
NNT (ENSG00000112992) [RNA-seq],IDH3A,0.05089,0.21982,0.09004,0.56519,0.23151,4,NNT,RNA-seq,17
NNT (ENSG00000112992) [RNA-seq],RRAGC,0.05005,0.55566,0.09996,0.5007,0.09007000000000001,8,NNT,RNA-seq,17
CCNT1 (904) [CERES],IDH3A,-0.14618,0.21982,0.09004,-1.6235,-0.665,7,CCNT1,CERES,2
YIPF5 (81555) [CERES],IER3IP1,0.04689,0.48514,0.04898,0.95733,0.09665,1,YIPF5,CERES,31
TMEM167A (153339) [CERES],IER3IP1,0.38906,0.48514,0.04898,7.9432399999999985,0.80195,2,TMEM167A,CERES,31
TBC1D20 (128637) [CERES],IER3IP1,-0.21768,0.48514,0.04898,-4.44426,-0.4487,4,TBC1D20,CERES,31
TBC1D20 (128637) [CERES],NBAS,-0.15714,0.38884,0.00979,-16.051070000000006,-0.40413,3,TBC1D20,CERES,31
TBC1D20 (ENSG00000125875) [RNA-seq],PTDSS1,-0.14278,0.13769,0.07579,-1.88389,-1.0369700000000002,8,TBC1D20,RNA-seq,31
RAB3GAP1 (22930) [CERES],IER3IP1,-0.05288,0.48514,0.04898,-1.07962,-0.109,5,RAB3GAP1,CERES,31
TMEM239 (ENSG00000198326) [RNA-seq],IER3IP1,-0.00861,0.48514,0.04898,-0.17579,-0.01775,6,TMEM239,RNA-seq,31
PISD (ENSG00000241878) [RNA-seq],IER3IP1,0.00687,0.48514,0.04898,0.14026,0.01416,7,PISD,RNA-seq,31
S100A8 (ENSG00000143546) [RNA-seq],IER3IP1,-0.13617,0.48514,0.04898,-2.78011,-0.28068000000000004,8,S100A8,RNA-seq,31
SYTL2 (54843) [CN],IER3IP1,-0.097,0.48514,0.04898,-1.9804,-0.19994,10,SYTL2,CN,31
FURIN (5045) [CERES],IGF1R,0.47548,0.57144,0.11521,4.12707,0.8320700000000001,2,FURIN,CERES,5
FURIN (5045) [CERES],IRS2,0.11966,0.41129,0.0378,3.16561,0.29094000000000003,1,FURIN,CERES,5
HSP90B1 (7184) [CERES],IGF1R,0.03992,0.57144,0.11521,0.3465,0.06986,3,HSP90B1,CERES,5
HSP90B1 (7184) [CERES],OST4,0.0308,0.37119,0.08939,0.34456,0.08298,6,HSP90B1,CERES,5
HSP90B1 (7184) [CERES],SLC39A7,-0.00191,0.11894,0.05728,-0.033339999999999995,-0.016059999999999998,2,HSP90B1,CERES,5
OSTC (58505) [CERES],IGF1R,0.07678,0.57144,0.11521,0.6664399999999999,0.13435999999999998,6,OSTC,CERES,5
OSTC (58505) [CERES],OST4,0.03377,0.37119,0.08939,0.37778,0.09098,3,OSTC,CERES,5
LRRC28 (123355) [CERES],IGF1R,-0.03812,0.57144,0.11521,-0.33087,-0.06671,7,LRRC28,CERES,5
IRS1 (3667) [CERES],IGF1R,0.2006,0.57144,0.11521,1.74117,0.35104,8,IRS1,CERES,5
IRS1 (ENSG00000169047) [RNA-seq],SLC39A7,-0.01057,0.11894,0.05728,-0.18453,-0.08887,5,IRS1,RNA-seq,5
LRP10 (ENSG00000197324) [RNA-seq],IGF1R,-0.02999,0.57144,0.11521,-0.26031,-0.05248,9,LRP10,RNA-seq,5
PIK3CA (5290) [CERES],IGF1R,0.05048,0.57144,0.11521,0.4381600000000001,0.08834,10,PIK3CA,CERES,5
PIK3CA (5290) (hotspot) [Mut],PIK3CA,0.10349,0.14334000000000002,0.07525,1.3752799999999998,0.7219899999999999,1,PIK3CA,Mut,5
PIK3CA (5290) (other) [Mut],PIK3CA,0.10674000000000003,0.14334000000000002,0.07525,1.41847,0.74466,2,PIK3CA,Mut,5
RSU1 (6251) [CERES],ILK,0.33516,0.64063,0.19096,1.75513,0.52317,4,RSU1,CERES,13
RSU1 (6251) [CERES],MAP4K4,0.03505,0.40793,0.08627,0.40628,0.08592000000000001,8,RSU1,CERES,13
RSU1 (6251) [CERES],MARK2,-0.057220000000000014,0.27637,0.18645,-0.30689,-0.20704,7,RSU1,CERES,13
RSU1 (6251) [CERES],TEAD1,-0.0829,0.23704,0.16594,-0.49958,-0.34973000000000004,6,RSU1,CERES,13
CRKL (1399) [CERES],ILK,0.36846,0.64063,0.19096,1.92951,0.57515,5,CRKL,CERES,13
CRKL (1399) [CERES],PTK2,0.25976,0.55301,0.13875,1.87214,0.46972,1,CRKL,CERES,13
CRKL (1399) [CERES],RAC1,0.33206,0.58886,0.17895,1.8556,0.5639,3,CRKL,CERES,13
VCL (7414) [CERES],ILK,0.12222,0.64063,0.19096,0.64003,0.19078,10,VCL,CERES,13
VCL (7414) [CERES],ITGAV,0.31664000000000003,0.71332,0.23696,1.33626,0.4439,9,VCL,CERES,13
VCL (7414) [CERES],ITGB5,0.25171,0.43619,0.13319,1.88986,0.57707,2,VCL,CERES,13
VCL (7414) [CERES],PTK2,0.17851,0.55301,0.13875,1.28656,0.3228,5,VCL,CERES,13
VCL (7414) [CERES],RAC1,0.0729,0.58886,0.17895,0.40738,0.1238,6,VCL,CERES,13
VCL (7414) [CERES],WWTR1,-0.00111,0.30092,0.15825,-0.00701,-0.00369,8,VCL,CERES,13
INTS14 (81556) [CERES],INTS10,0.06133,0.44029,0.00691,8.875539999999997,0.13929,1,INTS14,CERES,26
INTS14 (81556) [CERES],WDR73,-0.05738,0.49332,0.047060000000000005,-1.21929,-0.11631,9,INTS14,CERES,26
INTS13 (55726) [CERES],INTS10,0.11525,0.44029,0.00691,16.678729999999998,0.26176,3,INTS13,CERES,26
DPM3 (54344) [CERES],INTS10,-0.07615,0.44029,0.00691,-11.02026,-0.17295,4,DPM3,CERES,26
PDGFRL (5157) [CN],INTS10,0.07257000000000001,0.44029,0.00691,10.50217,0.16482,5,PDGFRL,CN,26
C10orf113 (387638) [CERES],INTS10,-0.07117000000000001,0.44029,0.00691,-10.29957,-0.16164,6,C10orf113,CERES,26
MTUS1 (57509) [CN],INTS10,0.08814,0.44029,0.00691,12.75543,0.20019,8,MTUS1,CN,26
MYO5C (55930) [CERES],INTS10,-0.17217000000000002,0.44029,0.00691,-24.91606,-0.39104,9,MYO5C,CERES,26
FGFR1OP (11116) [CERES],INTS10,-0.22264,0.44029,0.00691,-32.21997,-0.50567,10,FGFR1OP,CERES,18
FGFR1OP (11116) [CERES],PAGR1,-0.18124,0.55452,-0.04013,4.51632,-0.32684,10,FGFR1OP,CERES,18
INTS6 (26512) [CERES],INTS12,-0.15937,0.16239,0.09272,-1.71883,-0.9814,1,INTS6,CERES,32
INTS2 (57508) [CERES],INTS12,-0.25045,0.16239,0.09272,-2.70114,-1.54227,2,INTS2,CERES,32
TERF2 (7014) [CERES],INTS12,0.06719,0.16239,0.09272,0.72465,0.41376,3,TERF2,CERES,32
TERF2 (7014) [CERES],TERF1,-0.23212,0.27816,0.11196,-2.07324,-0.8344799999999999,9,TERF2,CERES,32
HNRNPA2B1 (3181) [CERES],INTS12,-0.06172,0.16239,0.09272,-0.66566,-0.38007,5,HNRNPA2B1,CERES,32
INTS8 (55656) [CERES],INTS12,-0.053620000000000015,0.16239,0.09272,-0.5783,-0.33019,6,INTS8,CERES,32
BOD1L1 (259282) [CERES],INTS12,-0.04741,0.16239,0.09272,-0.51132,-0.29195,7,BOD1L1,CERES,32
INTS7 (25896) [CERES],INTS12,-0.04744,0.16239,0.09272,-0.51165,-0.29214,8,INTS7,CERES,32
INTS7 (25896) [CERES],INTS6,0.0199,0.28944000000000003,0.04528,0.43949,0.06875,2,INTS7,CERES,32
ELOF1 (84337) [CERES],INTS12,0.02055,0.16239,0.09272,0.22164,0.12655,10,ELOF1,CERES,32
INTS6L (ENSG00000165359) [RNA-seq],INTS6,0.23402,0.28944000000000003,0.04528,5.16829,0.80853,1,INTS6L,RNA-seq,32
RUFY4 (ENSG00000188282) [RNA-seq],INTS6,0.00502,0.28944000000000003,0.04528,0.11087,0.01734,3,RUFY4,RNA-seq,32
MTF1 (4520) [CERES],INTS6,-0.07096000000000001,0.28944000000000003,0.04528,-1.56714,-0.24516,4,MTF1,CERES,32
MFSD2A (84879) [CERES],INTS6,-0.11258,0.28944000000000003,0.04528,-2.48631,-0.38896,5,MFSD2A,CERES,32
SRP14 (6727) [CERES],INTS6,-0.06435,0.28944000000000003,0.04528,-1.42116,-0.22233000000000006,6,SRP14,CERES,32
UCP2 (ENSG00000175567) [RNA-seq],INTS6,-0.09432,0.28944000000000003,0.04528,-2.08304,-0.32587,8,UCP2,RNA-seq,32
FDX2 (112812) [CERES],INTS6,0.00563,0.28944000000000003,0.04528,0.12434,0.01945,9,FDX2,CERES,32
PSMA2 (5683) [CERES],INTS6,-0.21664,0.28944000000000003,0.04528,-4.78445,-0.74848,10,PSMA2,CERES,32
PSMA2 (5683) [CERES],SMU1,0.23132,0.53657,0.12172,1.90043,0.4311100000000001,4,PSMA2,CERES,32
ITPK1 (3705) [CERES],IPPK,0.33488,0.4326100000000001,0.13687,2.4467,0.77409,1,ITPK1,CERES,2
ITPK1 (3705) [CERES],SDHA,0.08631,0.5294399999999999,0.13412000000000002,0.64353,0.16302,9,ITPK1,CERES,2
AZU1 (ENSG00000172232) [RNA-seq],IRF2BP2,0.11353,0.27687,0.13672,0.8303799999999999,0.41005,1,AZU1,RNA-seq,8
IRF2BPL (64207) [CERES],IRF2BP2,-0.05855,0.27687,0.13672,-0.42825,-0.21147,2,IRF2BPL,CERES,8
APOBR (ENSG00000184730) [RNA-seq],IRF2BP2,0.17645999999999998,0.27687,0.13672,1.29067,0.63734,3,APOBR,RNA-seq,8
LGALS9 (ENSG00000168961) [RNA-seq],IRF2BP2,0.03798,0.27687,0.13672,0.27779,0.13718,4,LGALS9,RNA-seq,8
IL1RN (ENSG00000136689) [RNA-seq],IRF2BP2,0.23132,0.27687,0.13672,1.69193,0.8354799999999999,5,IL1RN,RNA-seq,8
PTPN6 (ENSG00000111679) [RNA-seq],IRF2BP2,0.06912,0.27687,0.13672,0.50556,0.24965,6,PTPN6,RNA-seq,8
PTPN6 (ENSG00000111679) [RNA-seq],VRK1,0.08791,0.28595,0.18552,0.4738600000000001,0.30743000000000004,4,PTPN6,RNA-seq,8
FBXO10 (ENSG00000147912) [RNA-seq],IRF2BP2,0.016390000000000002,0.27687,0.13672,0.11988,0.0592,7,FBXO10,RNA-seq,8
IRF2BP2 (ENSG00000168264) [RNA-seq],IRF2BP2,0.03069,0.27687,0.13672,0.22447,0.11085,8,IRF2BP2,RNA-seq,8
NSG2 (ENSG00000170091) [RNA-seq],IRS2,-0.2102,0.41129,0.0378,-5.56085,-0.51107,4,NSG2,RNA-seq,5
FLII (ENSG00000177731) [RNA-seq],IRS2,-0.15304,0.41129,0.0378,-4.04868,-0.3721,5,FLII,RNA-seq,5
FLII (2314) [CERES],PFN1,-0.059029999999999985,0.15435,0.08453,-0.69833,-0.38244,10,FLII,CERES,5
PRRT4 (ENSG00000224940) [RNA-seq],IRS2,-0.06466000000000001,0.41129,0.0378,-1.71058,-0.15721,7,PRRT4,RNA-seq,5
PTEN (5728) [CERES],IRS2,-0.09724,0.41129,0.0378,-2.57249,-0.23643000000000006,8,PTEN,CERES,13
PTEN (5728) [CERES],TSC1,0.08897999999999999,0.75636,0.052279999999999986,1.70199,0.11764,4,PTEN,CERES,13
INSR (3643) [CERES],IRS2,-0.04583,0.41129,0.0378,-1.21243,-0.11143,9,INSR,CERES,5
FGF14 (2259) [CERES],IRS2,-0.2024,0.41129,0.0378,-5.3545,-0.4921100000000001,10,FGF14,CERES,5
P3H1 (ENSG00000117385) [RNA-seq],ITGAV,0.03343,0.71332,0.23696,0.14107999999999998,0.04687,7,P3H1,RNA-seq,22
P3H1 (ENSG00000117385) [RNA-seq],STXBP3,-0.06132000000000001,0.50725,0.17105,-0.35849000000000003,-0.12089,3,P3H1,RNA-seq,22
LAMA3 (ENSG00000053747) [RNA-seq],ITGB1,0.04017,0.12783,0.14865,0.27023,0.31425,1,LAMA3,RNA-seq,13
GPR87 (ENSG00000138271) [RNA-seq],ITGB1,-0.0198,0.12783,0.14865,-0.1332,-0.15489,2,GPR87,RNA-seq,13
MIR205HG (ENSG00000230937) [RNA-seq],ITGB1,-0.00156,0.12783,0.14865,-0.01049,-0.0122,3,MIR205HG,RNA-seq,13
MIR205HG (ENSG00000230937) [RNA-seq],TP63,0.19758,0.41343,0.17743,1.1135700000000002,0.4779,4,MIR205HG,RNA-seq,13
RNASE7 (ENSG00000165799) [RNA-seq],ITGB1,-0.06967000000000001,0.12783,0.14865,-0.46868,-0.54502,6,RNASE7,RNA-seq,13
DMKN (ENSG00000161249) [RNA-seq],ITGB1,0.055970000000000006,0.12783,0.14865,0.37652,0.43785,7,DMKN,RNA-seq,13
RAPH1 (65059) [CERES],ITGB5,0.02692,0.43619,0.13319,0.20212,0.06172,6,RAPH1,CERES,13
TNS2 (ENSG00000111077) [RNA-seq],ITGB5,-0.17585,0.43619,0.13319,-1.32029,-0.40315,8,TNS2,RNA-seq,13
